Item Code,Item Name,Barcode,Cost,VAT.Rsp,GP.%,Qty,Category,Supplier,Brand
8221904,STEEL LOCKER 2 TIER,2222200970942,110.25,168.0,34.38%,2,Cot,ELITE LAND GENERAL TRADING L.L.C,NO BRAND
8221957,AL CAZAR CAKES/BISCUITS/SWEETS,2222202056989,4.41,4.95,10.92%,22,Whole Cakes,AL CAZAR BAKERY LLC,AL CAZAR
8221972,MADHOOR POWDER,000007505713,0.63,1.25,49.62%,99,POOJA ITEMS_02011001,MADHOOR STORES LLC,NO BRAND
8221975,BLUE BAG MEDIUM,9846325876841,0.89,1.9992,55.36%,53,Other Kitchen Access,MOHAMMED RASHID AL MUTHAWA TRADING,NO BRAND
8222063,99012 SAW&SEE 4PC TROLLY,4003266,183.75,208.95,12.06%,0,Soft Trolley,MARKET PURCHASE,NO BRAND
8222071,BLUE BAG SMALL,02010005801573,0.68,1.4994,54.49%,11,REUSABLE SHOPPING BAGS ,MOHAMMED RASHID AL MUTHAWA TRADING,NO BRAND
8222083,HAIR CLIP-9,02401111782,0.28,1.05,73.80%,0,Hair Accessories,AL MADINA HYPERMARKET LLC -AL QUOZ MALL,NO BRAND
8222095,BEST LIFE BASMATI RICE 2KG,8961100093755,13.12,15.75,16.67%,8,Basmati,BEST WAY FOODSTUFF TRADING L.L.C,BEST LIFE
8222114,BATTERY COPY BATTERY,2223331017639,5.25,15.75,66.67%,11,CASES&COVERS,MARKET PURCHASE,MARKET
8222134,FANCY SHIRTING,3518500,8.74,14.7,40.56%,29,Shirting_26002005,CENTEX INTERNATIONAL LLC,NO BRAND
8222139,BIGBOSS HANDKERCHIEF BB-2051,2223330989678,1.21,3.675,67.04%,0,Towels&Robes,BOMBAY PURCHASE,NO BRAND
8222199,MUMTAZ VEAL CUBE,2223331017752,9.19,10.5,12.49%,0,Short Crust Pastry,EASTERN HOME FOODSTUFF L.L.C,China Sep 2017
8222227,GREEN PEAS 1KG,08010000931883,2.75,4.75,42.19%,0,Whole Fish,ARAB & INDIA SPICES LLC,China Sep 2017
8222233,PAWADA WITH LAYS,2223330999578,5.59,7.875,29.04%,0,Ladies Underskirts,AL DERIEYA TAILORING & EMBROIDERY,China Sep 2017
8222244,BALANCE DRINKING WATER 200ML,6291001060009,0.38,0.525,28.00%,0,Mineral/Spring Water,MASAFI CO LLC,BALANCE
8222258,STRETCH FILIM CLEAR 1.2,4014310,6.65,8.95,25.70%,74,Cling Film & Wrap,MOHAMMED RASHID AL MUTHAWA TRADING,AL AREEN
8222272,MOONG SPLIT 1KG,08010000931889,4.27,7.0004,38.94%,0,Whole Fish,ARAB & INDIA SPICES LLC,China Sep 2017
8222316,LUNCH BOX,6926939782319,7.35,10.5,30.00%,6,Lunch Box,MAJESTIC HOUSE TRDG L.L.C.,China Sep 2017
8222323,ALUMINIUM FOIL 45X150,2223330925058,14.87,19.5,23.72%,24,ALUMINIUM/STEEL,MOHAMMED RASHID AL MUTHAWA TRADING,NO BRAND
8222334,POWA WHITE 1KG,2223330028896,2.8,4.725,40.74%,0,Spices_01022002,ARAB & INDIA SPICES LLC,ARAB & INDIA
8222340,TOOTAL SOCKS 07,9987125687634,5.25,8.4,37.50%,1,MENS SOCKS,GULF APPARELS LLC,TOOTAL
8222354,RUPA FRONTLINE VEST,2223330986615,4.22,5.25,19.60%,33,Mens Vest,BOMBAY PURCHASE,NO BRAND
8222394,COLOUR  POWDER,8850007560036,10.5,14.175,25.93%,2,Jewellery Sets,MARKET PURCHASE,NO BRAND
8222403,AVERAMA  DRUMSTICK 900GM,7898923448565,7.88,15.225,48.28%,0,Whole Chickens,CASH PURCHASE,NO BRAND
8222408,SPRAY FANCY,09822241908,9.24,42.0,78.00%,0,Other Health Care,MARKET PURCHASE,NO BRAND
8222451,STEEL WHISTLE MRKT,4901681333011,1.87,4.9991,62.54%,2,Office Stationery,AL DAWYANI GENERAL TRADING CO. L.L.C,NO BRAND
8222474,ROMANA WATER 330ML,6291105160773,0.63,1.05,40.00%,0,Mineral/Spring Water,NEW ROMANA GENERAL TRADING LLC,ROMANA
8222488,MEGA COLOR HIGH NECK VEST,2223331085782,6.3,9.0,30.00%,30,Mens T Shirt LS,AL MASTOOR READYMADE GAR & TEX. TR. LLC,NO BRAND
8222501,TEA LIGHT CANDLE,2223331011835,0.16,0.525,70.00%,0,OTHER FANCY,MARKET PURCHASE,NO BRAND
8222516,ROYALAX GLASS,04400901606,0.8,2.625,69.60%,0,Cooking Pots,MARKET PURCHASE,NO BRAND
8222537,FOAM GLASS 6OZ 40P,08010006361889,1.26,2.0,37.00%,100,Cups & Glasses,MOHAMMED RASHID AL MUTHAWA TRADING,AL AREEN
8222539,ASKN LADIES PANTY,6935962333375,8.07,12.5,35.41%,5,LADIES PANTIES,MARKET PURCHASE,NO BRAND
8222564,SANDO BENZ BRIEF-3PC,8906059180125,15.74,21.0,25.04%,7,Mens Briefs,AL MASTOOR READYMADE GAR & TEX. TR. LLC,SANDO
8222575,STRETCH FILIM CLEAR,2223330990377,7.52,12.4992,39.80%,0,Cling Film & Wrap,MOHAMMED RASHID AL MUTHAWA TRADING,NO BRAND
8222591,CHILLI POWDER,2223330821978,5.91,9.975,40.80%,0,G Masalas,ARAB & INDIA SPICES LLC,NO BRAND
8222597,AL ABRA GLASS,10401041607,0.8,2.625,69.60%,0,Glasses,MARKET PURCHASE,NO BRAND
8222638,LUNCH BOX,6926939782296,10.5,14.4995,27.59%,6,Lunch Box,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8222643,SMOKEY SMOKEY,08010005411862,3.46,4.5,23.00%,221,Food Bags,MOHAMMED RASHID AL MUTHAWA TRADING,NO BRAND
8222649,BLUE BAG MEDIUM,02010003811514,0.89,2.0,55.38%,40,REUSABLE SHOPPING BAGS ,MOHAMMED RASHID AL MUTHAWA TRADING,NO BRAND
8222650,AL USRAH RICE 5KG,728028217513,19.47,22.95,15.18%,7,Basmati,MAHMOOD & SONS D.M.C.C,AL-USRAH
8222656,PAPER TAPE LARGE,2223331010333,2.41,4.2,42.70%,0,Other Accessories_21007009,MOHAMMED RASHID AL MUTHAWA TRADING,NO BRAND
8222681,FIS MAGAZINE HOLD,6291019126520,6.3,9.45,33.33%,6,other general statio,FAROOK INTERNATIONAL STATIONARY,NO BRAND
8222774,LUNCH BOX,6926939782265,12.6,18.9,33.34%,1,Lunch Box,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8222797,BANIYAN PAWADA,2223330993903,7.13,10.5,32.10%,114,Ladies Underskirts,HOOR AL MADEENA TRADING LLC,NO BRAND
8222799,DRY DATES 1KG,2223330999981,4.99,7.875,36.67%,0,ROASTERY DATES,KASCO TRADING EST.,NO BRAND
8222849,GLASS 4PC MRKT,05010008701639,0.52,1.4999,65.00%,0,Glasses,MARKET PURCHASE,NO BRAND
8300011,ALL WRONGXXXXXXXXXXXXXXXXXXXXXXXXX,05010000151711,5.18,6.0375,14.26%,0,Eau De Toilette – Men,ZAYAN COSMETIC TRADING LLC,NO BRAND
8300013,WRONG0000,04010000211707,0.19,0.2625,28.00%,0,Gums,MARKET PURCHASE,NO BRAND
8300014,WRONG,04010000211710,0.19,0.2625,28.00%,0,Gums,MARKET PURCHASE,NO BRAND
8300015,WRONG,04010000211739,0.19,0.2625,28.00%,0,Gums,MARKET PURCHASE,NO BRAND
8300016,WRONG,04010000211742,0.19,0.2625,28.00%,0,Gums,MARKET PURCHASE,NO BRAND
8300020,MAGGI CHICKEN STOCK WRONG,08010000521634,0.46,0.7875,41.33%,0,Jams & Preserves,CASH PURCHASE,NESTLE 
8300021,ALUMINIUM CONTAINER 8389,2223330016619,8.4,9.45,11.11%,10,ALUMINIUM/STEEL,MOHAMMED RASHID AL MUTHAWA TRADING,FOOD PACK
8300027,WRONG,11010000931685,4.6,11.025,58.29%,0,Whole Fish,ARAB & INDIA SPICES LLC,NO BRAND
8300029,WRONG,11010000941655,3.16,9.975,68.36%,0,Whole Fish,ARAB & INDIA SPICES LLC,NO BRAND
8300030,WRONG KALA,11010000951623,2.6,8.4,69.00%,0,Whole Fish,ARAB & INDIA SPICES LLC,NO BRAND
8300035,WRONG,11010001201696,6.0,7.875,23.84%,0,Whole Fish,ARAB & INDIA SPICES LLC,NO BRAND
8300052,ID CARD TAG,1864165416541,0.47,1.0,52.75%,81,Tel Index & Card holder,MARKET PURCHASE,NO BRAND
8300055,RUSSIAN BAG LARGE,2223330683811,2.62,3.4965,24.92%,23,CARGO BAGS,MOHAMMED RASHID AL MUTHAWA TRADING,FOOD PACK
8300081,KRISHNA THULSI COUGH XXXXXXXXXXXXX,01830002281,2.39,3.95,39.50%,0,Other Health Care,BEERAN KUTTY GENERAL TRADING LLC,NO BRAND
8300228,UAE FLAG BIG,2223330880999,78.74,103.95,24.25%,2,FESTIVEL  PRODUCTS,MARKET PURCHASE,NO BRAND
8300250,ALUMINIUM,990401,19.95,31.5,36.67%,0,ALUMINIUM/STEEL,AL MADINA HYPERMARKET 2 LLC (JEBEL ALLI MALL),NO BRAND
8300376,CLOTH WRONG,2223330898536,0.79,1.575,50.00%,0,ROPE,MARKET PURCHASE,NO BRAND
8300398,POWER FULL CAR,2223330901731,9.62,18.9,49.11%,0,Outdoor Games &Toys,MARKET PURCHASE,NO BRAND
8300459,ZIP QURAN BIG,2223330908785,39.9,45.0,11.33%,1,Newspapers,MARKET PURCHASE,NO BRAND
8300569,ZAM ZAM  BLANKET 220X240,2223330923863,108.15,159.0,31.98%,4,BLANKET,BLANKET HOUSE TRD L.L.C MKT,NO BRAND
8300603,ROYALON BLANKET 220X240,6152457053485,94.5,155.0,39.03%,1,BLANKET,MARKET PURCHASE,NO BRAND
8300610,GEEPAS TRIMMER GTR8126N,6294001731603,18.11,21.99,17.66%,48,SHAVER & TRIMMER,WESTERN INTERNATIONAL LLC,GEEPAS
8300645,MAJESTIC WATER PUMP,2223330934463,7.88,9.9992,21.24%,1,WATER PUMPS,MAJESTIC HOUSE TRDG L.L.C.,MAJESTIC
8300672,ANCHOR WATCH,2223330939215,53.13,73.5,27.71%,1,MIXED,JUMA AL MAJID EST.,NO BRAND
8300709,SANTOR BLANKET 160X220,2223330946404,52.5,68.25,23.08%,0,BLANKET,SHAHAB STORES,MARKET
8300733,LUNCH BOX,6924359400172,4.72,6.95,32.02%,6,BOX,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8300769,BROOM    -333,2223330954799,2.1,3.0,30.00%,-1,Broom,AJWA GENERAL TRADING L.L.C.,AJWA
8300794,LUNCH BOX,6939143100473,5.25,8.0,34.38%,8,BOX,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8300805,LED LIGHT 100,2223330965450,4.43,4.99,11.31%,8,OTHER FANCY,AL DAWYANI GENERAL TRADING CO. L.L.C,MARKET
8300808,YF-4841 MENS CASUAL SHOE,2223330966051,43.75,58.9995,25.85%,0,MENS CASUAL SHOES,CRYSTAL GENERAL TRADING LLC,NO BRAND
8300820,SOAP BOX DUOCAILI,2223330967553,1.31,2.1,37.50%,0,SOAP BOX,EXCLUSIVE FAMILY LLC,FAMILY
8300838,ANCHOR STRAP WATCH,2223330970621,130.41,141.75,8.00%,1,MIXED,JUMA AL MAJID EST.,NO BRAND
8300840,TOILET BRUSH W/HOLDER,6943587910086,5.77,10.5,45.00%,2,Toilet Accessories,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8300922,FOOD CONTAINER,2223330978566,9.45,13.5,30.00%,5,Plastic.Contanr,MAJESTIC HOUSE TRDG L.L.C.,MAJESTIC
8300974,VISITING CARD HOLDER 240CARDS,6933931713128,9.98,14.7,32.14%,13,Tel Index & Card holder,AL TURATH STATIONERY LLC,NO BRAND
8300977,PARTNER NAME CARD HOLDER 160C,6931034123127,6.18,9.45,34.56%,10,Tel Index & Card holder,NEWDUBAI FOR FOOD & BEVERAGES TRADING CO. L.L.C,NO BRAND
8301035,SPANNER -9,2223330980484,2.1,3.4125,38.46%,0,Tools & Hardware,MULTI TRADE L.L.C,NO BRAND
8301332,MENS WALLET MRKT,2223330986530,8.56,23.9999,64.32%,1,Purses_30002001,MARKET PURCHASE,MARK
8301391,TRACK PANT 00004,2223330989807,11.81,18.9,37.50%,0,Track Pants,MARKET PURCHASE,NO BRAND
8301421,XXXXXXXXXXXXXXXXXXXXXXXX,05010008441736,2.6,3.4125,23.69%,0,Seeds_01022005,MARKET PURCHASE,MARKET
8301500,NYLON BARMUDA-60,07010008491891,2.8,7.497,62.63%,0,Bermudas,MARKET PURCHASE,NO BRAND
8301501,THORTH COLOUR,2223330993248,2.28,4.2,45.83%,0,Towels&Robes,AWRAK AL RABEE TRADING LLC,NO BRAND
8301510,SCARF  (NIT),2223330993385,5.25,10.5,50.00%,1,LADIES BLAZER,MARKET PURCHASE,NO BRAND
8301572,BANGLADESH LUNGIE,2223330994795,17.28,24.5,29.47%,1,LUNGI,MARKET PURCHASE,MARKET
8301639,RICE1 ZAREENA RICE 5KG,08010008561881,23.04,26.25,12.22%,0,Other Rice,GBR GENERAL TRADING (LLC),NO BRAND
8301707,SOFT DOLL.,2223330998939,11.95,23.1,48.27%,0,Outdoor Games &Toys,MARKET PURCHASE,NO BRAND
8301736,INDIAN MIX,2223330999349,1.78,2.625,32.24%,0,Other Crisps,QUALITY ROASTERY,NO BRAND
8301763,SILICON HARD MARKET,2223331000235,3.32,5.25,36.75%,474,CASES&COVERS,PLAY CASE ELECTRONICS TRADING,NO BRAND
8301769,ETISALAT FIVE SIM CARD,09830171969,1.05,9.9992,89.50%,-12,SIM CARD,CASH PURCHASE,ETISALAT
8301770,SCREEN GUARD,2223331000402,0.89,5.25,83.14%,0,CASES&COVERS,PLAY CASE ELECTRONICS TRADING,NO BRAND
8301807,NAT CHICKEN THIGH 900G,7898506320325,5.07,5.7225,11.32%,0,Minced Chicken,EASTERN HOME FOODSTUFF L.L.C,NO BRAND
8301877,THUFAHA WHITE VEST RNS,2223331005261,3.33,4.725,29.56%,21,Mens Vest,MARKET PURCHASE,NO BRAND
8301976,YOOYEE FOOD CONTAINER,2223331008026,3.15,4.9991,36.99%,3,Plastic.Contanr,MAJESTIC HOUSE TRDG L.L.C.,MAJESTIC
8301977,YOOYEE FOOD CONTAINER,2223331008033,5.25,8.0,34.38%,6,Plastic.Contanr,MAJESTIC HOUSE TRDG L.L.C.,MARKET
8301978,YOOYEE FOOD CONTAINER,2223331008040,7.35,10.5,30.00%,8,Plastic.Contanr,MAJESTIC HOUSE TRDG L.L.C.,MAJESTIC
8301987,HILLWOOD COTTON  PANT,2223331008378,31.5,51.45,38.78%,1,Mens Casual Trousers,CORDINAL TRADING (L.L.C),NO BRAND
8302075,LUI TOMATO PASTE 800GM,6291061040010,4.13,4.95,16.47%,71,Cooking Sauce,A LIUSIE GENERAL TRADING L.L.C,LUI
8302076,AL MUROOJ CHICK PEAS EC 400GM,6291061060902,2.1,2.75,23.65%,7,Canned Peas,A LIUSIE GENERAL TRADING L.L.C,AL MUROOJ
8302077,AL MUROOJ RED KIDNEY BEANS EC 400GM,6291061045381,2.25,2.95,23.57%,37,Canned Beans,A LIUSIE GENERAL TRADING L.L.C,AL MUROOJ
8302090,MIRROR,2223331011040,3.06,6.825,55.12%,0,Mirror,MARKET PURCHASE,NO BRAND
8302138,UAE FLAG,2223331012122,0.52,1.05,50.00%,27,Sticker,MARKET PURCHASE,NO BRAND
8302200,UAE FLAG BIG,2223331014645,1.05,2.5001,58.00%,43,ChildrenS Crative To,MARKET PURCHASE,NO BRAND
8302385,PAD WRONG,05010009081723,4.2,5.25,20.00%,0,OTHER FANCY,MARKET PURCHASE,NO BRAND
8302501,YOOYEE FOOD CONTAINER L,6926045003490,4.72,7.0,32.50%,3,Plastic.Contanr,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8302545,NAHLA MENS T SHIRT,2223331025948,4.38,10.5,58.33%,0,Mens T Shirt LS,NIHALAS TEXTILES TRADING L.L.C,NO BRAND
8302557,CAMERA BAG,2223331026228,5.25,10.5,50.00%,15,Camcoder Accessories,MARKET PURCHASE,NO BRAND
8302599,YELLOW GROOVED SPONGE,6291015825304,2.73,3.675,25.71%,0,Scourer & Clean Clothes,EMIRATES STEEL WOOL MANUFACTURING EST.,NO BRAND
8302631,HP LUNGIE- 245,2223331028185,10.18,13.65,25.39%,5,LUNGI,HOOR AL MADEENA TRADING LLC,MARKET
8302650,CITIZEN WATCH,2223331028512,157.6,220.5,28.52%,1,MIXED,JUMA AL MAJID EST.,NO BRAND
8302737,DOVE TOWEL-45,2223331030751,3.82,7.35,48.04%,9,Towels&Robes,HOOR AL MADEENA TRADING LLC,INDIAN
8302802,DADA DOOR MAT,6921433600961,12.6,17.45,27.79%,7,Tents & Outdoor Mattrs,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8302878,MENS KURTHA-360,2223331034681,30.94,47.25,34.52%,0,Kurta,MARKET PURCHASE,NO BRAND
8302932,HANGER EXP,2223331036098,1.58,3.15,50.00%,0,OTHER CONSUMABLES,MARKET PURCHASE,NO BRAND
8303148,WHITE THREAD,2223331042006,0.26,1.05,75.00%,0,other general statio,MARKET PURCHASE,NO BRAND
8303189,UAE CAP,2223331042921,3.15,4.0,21.25%,18,Sticker,MARKET PURCHASE,NO BRAND
8303190,UAE SHALL SMALL,2223331042938,4.75,6.0,20.87%,25,Sticker,MARKET PURCHASE,NO BRAND
8303197,UAE FLAG PLASTIC,2223331043157,1.51,3.5,56.77%,10,Sticker,MARKET PURCHASE,NO BRAND
8303202,FLIP COVER,2223331043263,4.86,15.75,69.11%,0,CASES&COVERS,MARKET PURCHASE,NO BRAND
8303236,ID CARD HOLDER,2223331044017,0.51,2.625,80.46%,5,Stationery Set,MARKET PURCHASE,NO BRAND
8303252,SHIRT PC,2223331044376,6.27,10.5,40.28%,0,Shirting_26002005,MARKET PURCHASE,NO BRAND
8303333,ABC CAP,2223331045656,2.62,5.25,50.00%,0,Mens Caps,MARKET PURCHASE,NO BRAND
8303371,WATCH STRAP,2223331046622,4.06,15.0,72.93%,25,WATCH ACCESSORIES(),MARKET PURCHASE,NO BRAND
8303411,PRAN KESKI FISH 300G,08010009681800,2.45,2.99,18.06%,491,Fish Fingers & Steak,EMERGING WORLD - F.Z.C,PRAN
8303481,WRONG,04010009711793,0.19,0.2625,28.00%,0,Gums,MARKET PURCHASE,NO BRAND
8303495,TAB COVER,2223331049111,3.57,15.75,77.33%,0,PC ACCESSORIES,NEW VIOLET ELECTRONICS TRADING LLC,NO BRAND
8303636,RED BOX MENS SHIRT,2223331052593,23.1,39.0,40.76%,4,Mens Casual Shirt LS,TRIUMPHAL ARCH TRADING LLC,MARKET
8303657,FOOD CONTAINER SMALL,6924384096814,6.3,9.45,33.33%,3,Plastic.Contanr,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8303756,VIP WHITE CHECK LUNGI,2223331055716,10.18,17.85,42.94%,7,LUNGI,HOOR AL MADEENA TRADING LLC,VIP
8303782,TDK HF WITH MIC,2223331056164,3.2,21.0,84.79%,12,CASES&COVERS,PLAY CASE ELECTRONICS TRADING,NO BRAND
8303806,SKYDUDE  MOUSE,6941707130581,6.61,15.75,58.03%,4,PC ACCESSORIES,NEW VIOLET ELECTRONICS TRADING LLC,NO BRAND
8303833,JO CREWRONG,08010009881792,1.25,1.8375,32.00%,0,Bath Soaps,LOZET GENERAL TRADING LLC,JO
8304124,MR MAC JEANS,2223331065012,50.68,82.0,38.19%,5,MENS JEANS,MARKET PURCHASE,NO BRAND
8304132,VEGITABLE ROLL WRONG,2223331065265,6.3,7.875,20.00%,0,PACKING ITEMS,TAJ AL TARIQ GEN.TR.LLC,NO BRAND
8304229,SPOTX SUN GLASS-69,2223331067801,44.05,70.0,37.08%,1,COOLING GLASS,AL ALAUDEEN  TRADING FZE,NO BRAND
8304230,SPOTX SUN GLASS-59,2223331067818,36.93,61.95,40.38%,4,COOLING GLASS,AL ALAUDEEN  TRADING FZE,NO BRAND
8304305,ATO Z CHECK LUNGIE,2223331069393,13.81,19.0,27.32%,1,LUNGI,HOOR AL MADEENA TRADING LLC,NO BRAND
8304327,MIX SOAP BOX MIX,2223331069911,1.37,2.499,45.30%,0,SOAP BOX,FINEWAY INTERNATIONAL TRADING LLC (HOUSE HOLD),MARKET
8304354,BUTTONS  BATTERY CR1216,873999002191,1.18,2.625,55.20%,18,Alkaline,DAT INTERNATIONAL GENERAL TRADING L.L.C,NO BRAND
8304401,FALCON CUTTING BOARD COLOUR,6294009313139,11.55,16.5,30.00%,2,Cutting Board,AL SAFI TRADING COMPANY LLC,FALCON
8304453,PEELER CUM OPENER,6930089200470,3.68,5.25,30.00%,2,PEELER,MAJESTIC HOUSE TRDG L.L.C.,NO BRAND
8304464,TOPLINE WHITE VEST,8906059181108,4.2,6.25,32.80%,51,Mens Vest,AL MASTOOR READYMADE GAR & TEX. TR. LLC,NO BRAND
8304502,FLIP COVER S4,9788087049089,4.1,21.0,80.50%,0,CASES&COVERS,PLAY CASE ELECTRONICS TRADING,MARKET
8304591,BATH TOWEL 01,08010010201878,3.94,11.9994,67.19%,1,Towels&Robes,MARKET PURCHASE,NO BRAND
8304613,BASIC PLUS PANTY,2223331076360,11.84,18.9,37.35%,0,LADIES PANTIES,AWRAK AL RABEE TRADING LLC,NO BRAND
8304664,ERASER-578,2223331077299,2.15,4.2,48.80%,7,Eraser,MARKET PURCHASE,NO BRAND
8304800,VIOLET 220X240,2223331079248,45.15,99.0,54.39%,4,BLANKET,BLANKET HOUSE TRD L.L.C MKT,MARKET
8304811,LADIES THERMAL SET,2223331079682,34.42,50.4,31.70%,1,LADIES SHIRTS,HILAL AL MADINA SUPERMARKET LLC-DIP,NO BRAND
8304832,FLAMINGO STAPLER FS-1300,6291103900241,15.22,19.99,23.84%,1,Stapler & Staples,AL FAHIDI GEN. TRADING CO.,NO BRAND
8304917,BRA SELHA SET,2223331081678,6.56,10.5,37.50%,0,Ladies Bras,AWRAK AL RABEE TRADING LLC,NO BRAND
8304973,ATTAR AMT,6281104677037,63.0,67.95,7.28%,0,Other Perfumes,MARKET PURCHASE,NO BRAND
8305058,ANIL CHECK LUNGI,2223331084600,11.71,15.0,21.92%,1,LUNGI,HOOR AL MADEENA TRADING LLC,NO BRAND
8305071,GALAXY HF S4-,08010010351895,2.42,9.996,75.84%,157,CASES&COVERS,GIFA INTERNATIONAL GENERAL TRADING LLC,NO BRAND
8305102,MARTIN SHIRT,2223331085225,25.81,33.999,24.07%,0,Mens Casual Shirt LS,HOOR AL MADEENA TRADING LLC,NO BRAND
8305162,MONKEY CAP-50,2223331086307,4.38,8.4,47.88%,0,WINTER CAP,MARKET PURCHASE,NO BRAND
8305163,BATH TOWEL A,2223331086314,14.88,25.2,40.97%,0,Towels&Robes,SHAHAB STORES,NO BRAND
8305248,KJ FORMAL PANT,2223331087465,35.59,51.45,30.82%,3,MENS JEANS,CRYSTAL GENERAL TRADING LLC,NO BRAND
8305262,NEPALI TOWEL NO1,2223331087649,2.45,5.25,53.34%,0,Towels&Robes,MARKET PURCHASE,NO BRAND
8305332,HIGH LINE ABAYA A,2223331088820,94.5,131.25,28.00%,2,LADIES ABAYA,HIGHLINE GARMENTS (LLC),NO BRAND
8305377,MAVO SAREE,2223331089698,29.31,57.75,49.25%,0,Other saree_26001003,NIHALAS TEXTILES TRADING L.L.C,NO BRAND
8305418,STAR PEN STAR PEN,08010010441871,1.71,2.0,14.69%,0,Pens,MARKET PURCHASE,NO BRAND
8305423,KELVIN BLUE PANT,2223331090328,27.0,51.45,47.52%,0,MENS JEANS,CORDINAL TRADING (L.L.C),NO BRAND
8305483,DISCOVERY LUNGIE,2223331091288,12.22,15.75,22.41%,6,LUNGI,HOOR AL MADEENA TRADING LLC,NO BRAND
8305484,CITY MAN TOWEL,2223331091295,5.35,7.875,32.10%,4,Towels&Robes,HOOR AL MADEENA TRADING LLC,NO BRAND
8305542,SMX 3 HANGING CARD OF24,08010010481558,1.81,2.625,31.00%,0,Razor Disposable,NMC TRADING LLC,NO BRAND
8305543,CG3 HANGING CARD 24,08010010481559,1.37,2.1,34.80%,0,Office Stationery,NMC TRADING LLC,NO BRAND
8306042,BAG BUNDLE 15.6,2223331100805,10.47,26.25,60.10%,8,PC ACCESSORIES,NEW VIOLET ELECTRONICS TRADING LLC,NO BRAND
8306046,GOLDEN VALLEY RED KIDNEY BEANS 500GM,8906049690481,5.13,6.95,26.13%,0,Pulses_01022001,SPRING VALLEY FOOD INDUSTRIES LLC,GOLDEN VALLEY
8306176,KANDOORA STICHING,357,47.25,55.0001,14.09%,1,Other material,HADEQAT AL MADINA HYPERMARKET (L.L.C)-Cr,NO BRAND
8306316,MACHINE NEEDLE,2223331104643,0.42,2.1,80.00%,1,OTHER FANCY,MARKET PURCHASE,NO BRAND
8306335,BLOUSE METERIAL-M,350600,5.69,8.4,32.25%,23,Other material,APSARA TRADING CO. LLC,NO BRAND
8306344,KT1100 CHINA-P.NR,350183,1.92,6.3,69.50%,39,Other material,MARKET PURCHASE,NO BRAND
8306345,SHIRTING FANCY-PA,35112,12.53,16.8,25.45%,0,Shirting_26002005,CENTEX INTERNATIONAL LLC,NO BRAND
8306355,SILVER BARBER SCISSORE,2223331105206,5.6,12.6,55.58%,0,Scissors,MARKET PURCHASE,NO BRAND
8306402,SHIRTING FANCY-RO,35130,31.02,40.95,24.25%,7,Shirting_26002005,CENTEX INTERNATIONAL LLC,NO BRAND
8306410,LADIES SUIT PLAIN-I,350500,5.25,8.4,37.49%,55,Other material,MARKET PURCHASE,NO BRAND
8306413,LADIES SCARF CLOTH-R,350300,3.42,7.35,53.43%,86,Other material,MARKET PURCHASE,NO BRAND
8306415,LADIESSUIT PRINT-L.IO,3504050,5.39,8.4,35.82%,49,Other material,MARKET PURCHASE,NO BRAND
8306418,ABAYA CLOTH JANNATHUL NAME,35018,14.25,26.25,45.72%,0,ABAYA&BURQA FABRIC,APSARA TRADING CO. LLC,NO BRAND
8306481,CERAMIC MUG 14500,6296901145009,1.31,3.15,58.33%,0,Mugs,MARKET PURCHASE,KITCHENMARK
8306509,COIN BOX SMALL,08010010761862,2.45,4.0,38.72%,1,Coin Box,FINEWAY INTERNATIONAL TRADING LLC (HOUSE HOLD),NO BRAND
8306620,SILKY MENS JEANS OFR-230,082030001864,20.12,36.75,45.26%,0,MENS JEANS,GOLDEN DESERT TRADING,NO BRAND
8306632,3G GOLD BATTERY SAM,082030001877,14.73,51.45,71.37%,12,CASES&COVERS,AXIOM TELECOM L.L.C.,NO BRAND
8306634,LUCKY STAR GOLD SONA MASOORI RICE 9KG,6050633566569,26.26,31.0,15.28%,29,SONA MASOORI,AL NAJM AL SATEE FOODSTUFF TR LLC - SOLE PROPRIETORSHIP,LUCKY STAR GOLD
8306635,TDK HF WITH MIC,082030001880,3.64,21.0,82.69%,0,CASES&COVERS,SHAMMA OMAR SAEED ALNOOBI MOBILE PHONES TRADING,NO BRAND
8306637,7100 ADAPTOR 1080541,082030001882,10.5,24.9995,58.00%,10,CASES&COVERS,MARKET PURCHASE,NO BRAND
8306652,HAND GLOVE BLACK-20,6294587090251,1.75,5.25,66.66%,0,LADIES BLAZER,MARKET PURCHASE,NO BRAND
8306653,FLIP COVER S4 1073871,082030001898,5.17,21.0,75.37%,56,CASES&COVERS,SHAMMA OMAR SAEED ALNOOBI MOBILE PHONES TRADING,NO BRAND
8306655,PORTABLE GAS STOVE,082030011802,30.92,44.5001,30.53%,1,GAS TABLE & BURNER,MARKET PURCHASE,NO BRAND
8306706,SONY WATCH BATTERY 364,008562012950,0.76,5.25,85.60%,2,WATCH ACCESSORIES(),MARKET PURCHASE,NO BRAND
